City,PM25,NO2,PM10,AQI_PM25,AQI_NO2,AQI_PM10,AQI_MAX,datetimeUtc
Gera Friedericistr.,22,12,27,73,12,25,73,2024-02-11T10:00:00+00:00
Gera Friedericistr.,23,8.8,27,75,9,25,75,2024-02-11T11:00:00+00:00
Gera Friedericistr.,23,4.8,27,75,5,25,75,2024-02-11T12:00:00+00:00
Gera Friedericistr.,21,5.4,25,71,6,24,71,2024-02-11T13:00:00+00:00
Gera Friedericistr.,11,4,14,46,4,13,46,2024-02-11T14:00:00+00:00
Gera Friedericistr.,2.8,6,4,12,6,4,12,2024-02-11T15:00:00+00:00
Gera Friedericistr.,2.3,6.1,3.3,10,6,4,10,2024-02-11T16:00:00+00:00
Gera Friedericistr.,2.7,4.7,4,12,5,4,12,2024-02-11T17:00:00+00:00
Gera Friedericistr.,3.2,5.2,4.5,14,5,5,14,2024-02-11T18:00:00+00:00
Gera Friedericistr.,3.5,7.5,4.6,15,8,5,15,2024-02-11T19:00:00+00:00
Gera Friedericistr.,3.7,5.3,5.2,16,5,5,16,2024-02-11T20:00:00+00:00
Gera Friedericistr.,3.7,4.2,5.4,16,4,5,16,2024-02-11T21:00:00+00:00
Gera Friedericistr.,3.7,4.3,5,16,5,5,16,2024-02-11T22:00:00+00:00
Gera Friedericistr.,3.5,3.9,4.8,15,4,5,15,2024-02-11T23:00:00+00:00
Gera Friedericistr.,3.5,3.5,5.1,15,4,5,15,2024-02-12T00:00:00+00:00
Gera Friedericistr.,3.6,15,5,15,15,5,15,2024-02-12T01:00:00+00:00
Gera Friedericistr.,3.2,27,4.6,14,26,5,26,2024-02-12T02:00:00+00:00
Gera Friedericistr.,3,27,4.5,13,26,5,26,2024-02-12T03:00:00+00:00
Gera Friedericistr.,3,39,4.6,13,37,5,37,2024-02-12T04:00:00+00:00
Gera Friedericistr.,3.3,35,5,14,34,5,34,2024-02-12T05:00:00+00:00
Gera Friedericistr.,2.9,14,4.4,13,14,5,14,2024-02-12T06:00:00+00:00
Gera Friedericistr.,4.2,5.1,6.2,18,5,6,18,2024-02-12T07:00:00+00:00
Gera Friedericistr.,4.3,6,7,18,6,7,18,2024-02-12T08:00:00+00:00
Gera Friedericistr.,3.4,6.7,5.5,15,7,6,15,2024-02-12T09:00:00+00:00
Gera Friedericistr.,2.3,7,3.8,10,7,4,10,2024-02-12T10:00:00+00:00
Gera Friedericistr.,2.4,6.3,4,10,6,4,10,2024-02-12T11:00:00+00:00
Gera Friedericistr.,2.8,8.1,4.3,12,8,4,12,2024-02-12T12:00:00+00:00
Gera Friedericistr.,2.9,10,4.1,13,10,4,13,2024-02-12T13:00:00+00:00
Gera Friedericistr.,4.3,17,5.6,18,17,6,18,2024-02-12T14:00:00+00:00
Gera Friedericistr.,5.3,25,7.1,23,24,7,24,2024-02-12T15:00:00+00:00
Gera Friedericistr.,4.3,19,5.9,18,18,6,18,2024-02-12T16:00:00+00:00
Gera Friedericistr.,4.4,11,6.1,19,11,6,19,2024-02-12T17:00:00+00:00
Gera Friedericistr.,5.8,14,8,25,14,8,25,2024-02-12T18:00:00+00:00
Gera Friedericistr.,7.4,10,9.6,31,10,9,31,2024-02-12T19:00:00+00:00
Gera Friedericistr.,7,9.8,9.1,30,10,9,30,2024-02-12T20:00:00+00:00
Gera Friedericistr.,5.6,7.2,7.2,24,7,7,24,2024-02-12T21:00:00+00:00
Gera Friedericistr.,5.8,5.2,7.3,25,5,7,25,2024-02-12T22:00:00+00:00
Gera Friedericistr.,6.5,11,8.1,28,11,8,28,2024-02-12T23:00:00+00:00
Gera Friedericistr.,7.4,10,9.4,31,10,9,31,2024-02-13T00:00:00+00:00
Gera Friedericistr.,7.1,16,9,30,16,9,30,2024-02-13T01:00:00+00:00
