City,PM25,NO2,PM10,AQI_PM25,AQI_NO2,AQI_PM10,AQI_MAX,datetimeUtc
Nairobi,15,0.0210375,38,58,1,36,58,2024-02-08T21:00:00+00:00
Nairobi,17,0.0248625,42,62,1,39,62,2024-02-08T22:00:00+00:00
Nairobi,14,0.026775,37,56,1,35,56,2024-02-08T23:00:00+00:00
Nairobi,11,0.0248625,29,46,1,27,46,2024-02-09T00:00:00+00:00
Nairobi,8.8,0.0248625,23,37,1,22,37,2024-02-09T01:00:00+00:00
Nairobi,9.1,0.026775,24,38,1,23,38,2024-02-09T02:00:00+00:00
Nairobi,18,0.0286875,45,64,1,42,64,2024-02-09T03:00:00+00:00
Nairobi,26,0.0286875,59,81,1,54,81,2024-02-09T04:00:00+00:00
Nairobi,22,0.02295,52,73,1,49,73,2024-02-09T05:00:00+00:00
Nairobi,15,-0.01472625,32,58,1,30,58,2024-02-09T06:00:00+00:00
Nairobi,10,-0.042075,20,42,1,19,42,2024-02-09T07:00:00+00:00
Nairobi,9,-0.0459,16,38,1,15,38,2024-02-09T08:00:00+00:00
Nairobi,8.2,-0.0325125,13,35,1,13,35,2024-02-09T09:00:00+00:00
Nairobi,6.1,-0.026775,7.6,26,1,8,26,2024-02-09T10:00:00+00:00
Nairobi,7,-0.01013625,10,30,1,10,30,2024-02-09T11:00:00+00:00
Nairobi,6,-0.01625625,7.6,25,1,8,25,2024-02-09T12:00:00+00:00
Nairobi,6.5,-0.0210375,8.6,28,1,8,28,2024-02-09T13:00:00+00:00
Nairobi,8.4,-0.0187425,14,35,1,13,35,2024-02-09T14:00:00+00:00
Nairobi,8.2,-0.005355,15,35,1,14,35,2024-02-09T15:00:00+00:00
Nairobi,8.9,0.00612,17,38,1,16,38,2024-02-09T16:00:00+00:00
Nairobi,8.3,0.0118575,16,35,1,15,35,2024-02-09T17:00:00+00:00
Nairobi,7.1,0.01472625,13,30,1,13,30,2024-02-09T18:00:00+00:00
Nairobi,7.6,0.01893375,15,32,1,14,32,2024-02-09T19:00:00+00:00
Nairobi,7.3,0.0156825,14,31,1,13,31,2024-02-09T20:00:00+00:00
Nairobi,7.2,0.01472625,15,30,1,14,30,2024-02-09T21:00:00+00:00
Nairobi,6.6,0.02295,13,28,1,13,28,2024-02-09T22:00:00+00:00
Nairobi,6.4,0.0248625,13,27,1,13,27,2024-02-09T23:00:00+00:00
Nairobi,6.8,0.0210375,16,29,1,15,29,2024-02-10T00:00:00+00:00
Nairobi,11,0.02295,29,46,1,27,46,2024-02-10T01:00:00+00:00
Nairobi,8,0.02295,19,34,1,18,34,2024-02-10T02:00:00+00:00
Nairobi,8.4,0.0248625,21,35,1,20,35,2024-02-10T03:00:00+00:00
Nairobi,11,0.026775,29,46,1,27,46,2024-02-10T04:00:00+00:00
Nairobi,21,0.02295,50,71,1,47,71,2024-02-10T05:00:00+00:00
Nairobi,12,-0.00554625,28,50,1,26,50,2024-02-10T06:00:00+00:00
Nairobi,11,-0.00822375,23,46,1,22,46,2024-02-10T07:00:00+00:00
Nairobi,9.8,-0.01549125,19,41,1,18,41,2024-02-10T08:00:00+00:00
Nairobi,8.8,-0.0172125,17,37,1,16,37,2024-02-10T09:00:00+00:00
Nairobi,8.9,-0.01204875,17,38,1,16,38,2024-02-10T10:00:00+00:00
Nairobi,8.8,-0.00937125,16,37,1,15,37,2024-02-10T11:00:00+00:00
Nairobi,7,-0.01377,11,30,1,11,30,2024-02-10T12:00:00+00:00
Nairobi,7.5,-0.01472625,12,32,1,12,32,2024-02-10T13:00:00+00:00
Nairobi,6.9,-0.0118575,11,29,1,11,29,2024-02-10T14:00:00+00:00
Nairobi,6.8,-0.00765,11,29,1,11,29,2024-02-10T15:00:00+00:00
Nairobi,7.9,0.00516375,15,33,1,14,33,2024-02-10T16:00:00+00:00
Nairobi,9.6,0.0210375,22,40,1,21,40,2024-02-10T17:00:00+00:00
Nairobi,9,0.02295,21,38,1,20,38,2024-02-10T18:00:00+00:00
Nairobi,8.6,0.01396125,21,36,1,20,36,2024-02-10T19:00:00+00:00
Nairobi,12,0.02295,30,50,1,28,50,2024-02-10T20:00:00+00:00
Nairobi,12,0.02295,31,50,1,29,50,2024-02-10T21:00:00+00:00
Nairobi,12,0.02295,32,50,1,30,50,2024-02-10T22:00:00+00:00
Nairobi,9.8,0.026775,26,41,1,25,41,2024-02-10T23:00:00+00:00
Nairobi,11,0.0286875,30,46,1,28,46,2024-02-11T00:00:00+00:00
Nairobi,10,0.0325125,30,42,1,28,42,2024-02-11T01:00:00+00:00
Nairobi,8.7,0.034425,25,37,1,24,37,2024-02-11T02:00:00+00:00
Nairobi,8.9,0.034425,25,38,1,24,38,2024-02-11T03:00:00+00:00
Nairobi,15,0.0306,42,58,1,39,58,2024-02-11T04:00:00+00:00
Nairobi,25,0.02295,60,79,1,54,79,2024-02-11T05:00:00+00:00
Nairobi,16,0.01166625,42,60,1,39,60,2024-02-11T06:00:00+00:00
Nairobi,15,-0.00439875,36,58,1,34,58,2024-02-11T07:00:00+00:00
Nairobi,14,-0.02295,35,56,1,33,56,2024-02-11T08:00:00+00:00
Nairobi,11,-0.0286875,25,46,1,24,46,2024-02-11T09:00:00+00:00
Nairobi,12,-0.02295,24,50,1,23,50,2024-02-11T10:00:00+00:00
Nairobi,9.8,-0.01740375,20,41,1,19,41,2024-02-11T11:00:00+00:00
Nairobi,8.8,-0.01166625,17,37,1,16,37,2024-02-11T12:00:00+00:00
Nairobi,8,-0.0179775,15,34,1,14,34,2024-02-11T13:00:00+00:00
Nairobi,7.9,-0.01396125,15,33,1,14,33,2024-02-11T14:00:00+00:00
Nairobi,8.2,-0.00918,16,35,1,15,35,2024-02-11T15:00:00+00:00
Nairobi,9.5,0.001243125,19,40,1,18,40,2024-02-11T16:00:00+00:00
Nairobi,11,0.00898875,26,46,1,25,46,2024-02-11T17:00:00+00:00
